Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/03,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

44
Name,Dozent,Raum,WT,Anfang,Ende
GW MATT,MATT,1486,Sa,9:00,15:45
GW GARB,GARB,1486,Do,16:30,19:00
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
GW ZOEL,ZOEL,0405,Sa,10:00,14:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
BTI2-GSP/03,BRN/[Loh],0701,Do,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/01,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

45
Name,Dozent,Raum,WT,Anfang,Ende
GW GARB,GARB,1486,Fr,16:00,21:00
GW GARB,GARB,1486,Sa,10:00,16:15
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
GW HRRS BE,HRRS,1281,Mi,16:15,19:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/02,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-PRP2/04 optional,JNK/[Kas],1101a,Do,12:30,15:45
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/03,BRN/[Loh],0701,Do,12:30,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

46
Name,Dozent,Raum,WT,Anfang,Ende
GW MATT,MATT,1486,Sa,9:00,15:45
GW STAN FK,STAN,1281,Sa,9:00,15:45
GW RDTK RS,RDTK,1101c,Sa,9:00,18:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/03,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45
GW SCHM,Smhl,1486,Mo,16:00,19:00

47
Name,Dozent,Raum,WT,Anfang,Ende
GW GARB,GARB,1486,Fr,16:00,21:00
GW BLHA, BLHA,1283,Fr,16:00,19:30
GW GARB,GARB,1486,Sa,10:00,16:15
BTI2-GSP/03,BRN/[Loh],0701,Do,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,12:30,15:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/01,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45

48
Name,Dozent,Raum,WT,Anfang,Ende
GW MATT,MATT,1486,Sa,9:00,15:45
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/02,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-PRP2/04 optional,JNK/[Kas],1101a,Do,12:30,15:45
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/03,BRN/[Loh],0701,Do,12:30,15:45

49
Name,Dozent,Raum,WT,Anfang,Ende
GW BLHA, BLHA,1283,Fr,16:00,19:30
GW DANN,Dann,1486,Mi,16:15,17:45
GW BLHA, BLHA,1281,Sa,9:00,15:30
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/03,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45

50
Name,Dozent,Raum,WT,Anfang,Ende
GW STAN FK,STAN,1281,Sa,9:00,15:45
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
GW RDTK KT,RDTK,1201,Sa,9:00,18:00
GW ZOEL,ZOEL,0405,Sa,10:00,14:00
BTI2-GSP/03,BRN/[Loh],0701,Do,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/01,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45

51
Name,Dozent,Raum,WT,Anfang,Ende
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/02,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-PRP2/04 optional,JNK/[Kas],1101a,Do,12:30,15:45
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/01,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/03,BRN/[Loh],0701,Do,12:30,15:45

54
Name,Dozent,Raum,WT,Anfang,Ende
GW ZOEL,ZOEL,1486,Fr,16:30,19:30
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-PRP2/03,JNK/[Kas],1101b,Mi,8:15,11:30
BTI2-DBP/01,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/02,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GEP2/02,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,8:15,11:30
BTI2-GSP/01,BRN/[Loh],0701,Do,8:15,11:30
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45

55
Name,Dozent,Raum,WT,Anfang,Ende
BTI2-GSP/03,BRN/[Loh],0701,Do,8:15,11:30
GW DANN,Dann,1486,Mi,16:15,17:45
BTI2-GEP2/03,MSL/[Rac],0502,Fr,12:30,15:45
BTI2-GS,BRN,NB 01.10,Mo,8:15,11:30
BTI2-AF/AFÜ,HLLT,0360,Mi,12:30,17:45
BTI2-PR2,JNK,NB 01.10,Mo,12:30,15:45
BTI2-DB,SCHM,1281,Di,8:15,11:30
BTI2-GE2,MSL,1265,Mo,16:00,17:30
BTI2-DBP/03,SCHM/[Bro],1165,Di,12:30,14:00
BTI2-DBP/04,SCHM/[Bro],1165,Di,14:15,15:45
BTI2-GSP/02,BRN/[Loh],0701,Do,12:30,15:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-BS,SWR,Stiftstr.69  R107,Mi,8:15,11:30
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45
BTI3-DT,SHF,1065,Fr,12:30,15:45

40
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-BS,SWR,Stiftstr.69  R107,Mi,8:15,11:30
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45
BTI3-DT,SHF,1065,Fr,12:30,15:45

41
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-BS,SWR,Stiftstr.69  R107,Mi,8:15,11:30
BTI3-DTP/01,SHF,0801,Fr,12:30,15:45
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45

42, 45, 48, 51
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-SEP1/01,PRG/[Chr],0761,Fr,8:15,11:30
BTI3-DTP/02,SHF,0801,Fr,12:30,15:45
BTI3-BSP/02,SWR/[Chr],0761,Mi,8:15,11:30
BTI3-ADP/01,PRG,1165,Mi,8:15,11:30
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45

43, 46, 49, 54
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-SEP1/02,PRG/[Chr],0761,Fr,8:15,11:30
BTI3-DTP/03,SHF,0801,Fr,12:30,15:45
BTI3-BSP/03,SWR/[Chr],0761,Mi,8:15,11:30
BTI3-ADP/02,PRG,1165,Mi,8:15,11:30
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45

44, 47, 50
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-SEP1/03,PRG/[Chr],0761,Fr,8:15,11:30
BTI3-DTP/01,SHF,0801,Fr,12:30,15:45
BTI3-BSP/01,SWR/[Chr],0761,Mi,8:15,11:30
BTI3-ADP/03,PRG,1165,Mi,8:15,11:30
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45

55
Name,Dozent,Raum,WT,Anfang,Ende
BTI3-SEP1/03,PRG/[Chr],0761,Fr,8:15,11:30
BTI3-BSP/01,SWR/[Chr],0761,Mi,8:15,11:30
BTI3-ADP/03,PRG,1165,Mi,8:15,11:30
BTI3-SE1,PRG,Stiftstr.69  R107,Do,12:30,15:45
BTI3-DT,SHF,1065,Di,8:15,11:30
BTI3-BS,SWR,Stiftstr.69  R205,Mo,8:15,11:30
BTI3-AD,PRG,1065,Mo,12:30,15:45
BTI3-AA/AAÜ,KBRS,0665,Di,12:30,17:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-SY,KRF,0460,Fr,12:30,15:45
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-CE ,SHF,Stiftstr.69  R206,Do,8:15,11:30
BTI4-PL,FHL,1283,Mi,12:30,15:45

40
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-CE ,SHF,Stiftstr.69  R206,Do,8:15,11:30
BTI4-SY,KRF,1265,Mi,12:30,15:45

41
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-CE ,SHF,Stiftstr.69  R206,Do,8:15,11:30
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-PL,FHL,1283,Mi,12:30,15:45

42
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/02,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,12:30,15:45
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SY,KRF,1265,Mi,12:30,15:45

43
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/03,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-PL,FHL,1283,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

44
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RNP/01,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SY,KRF,1265,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

45, 51
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/02,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,12:30,15:45
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-PL,FHL,1283,Mi,12:30,15:45

46
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/03,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SY,KRF,1265,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

47
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RNP/01,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-PL,FHL,1283,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

48
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/02,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,12:30,15:45
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-SY,KRF,1265,Mi,12:30,15:45

49
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/03,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-PL,FHL,1283,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

50
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RNP/01,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-SY,KRF,1265,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

54
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-SEP2/02,BTH/FHL/KRF/[Loh],0701,Fr,12:30,15:45
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-CEP/01,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RNP/03,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-SEP2/01,BTH/FHL/KRF/[Loh],0701,Di,12:30,15:45
BTI4-SY,KRF,1265,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45

55
Name,Dozent,Raum,WT,Anfang,Ende
BTI4-CE,SHF,1265,Fr,8:15,11:30
BTI4-RNP/01,HTM/[Slz],0765,Mi,8:15,11:30
BTI4-CEP/02,SHF/[Ben],0709,Do,8:15,11:30
BTI4-RN,HTM,1065,Mo,8:15,11:30
BTI4-SE2,BTH,Stiftstr 69 R304a,Di,8:30,11:30
BTI4-NS/NSÜ,VLL,Stiftstr.69  R205,Mo,12:30,17:45
BTI4-PL,FHL,1283,Mi,12:30,15:45
BTI4-CEP/03,SHF/[Ben],0709,Do,12:30,15:45
<>
Dozentenplan   WiSe 2013 Vers. 1.20 vom  24.9.2013


39
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BTI5-BW/BWÜ,SCHZ,0665,Do,8:15,12:15
INF-WP-B2,SRS,Stiftstr.69  R106,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A3/01,JNK/[Beh],1101a,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B3,PDB,1281,Mi,8:15,11:30
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WPP-A3/02,JNK/[Beh],1101a,Di,12:30,15:45
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-WP-C2,ESS,0662,Fr,8:15,11:30
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00
BTI5-VS,SMD,Stiftstr.69  R205,Do,12:30,15:45

40
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
INF-WPP-B2/01,SRS,1101a,Mi,8:15,11:30
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
BAI5-AIS+BTI5-TIS C,FLKB/LCK,0560,Mi,16:00,18:00
INF-WP-A4,HBN,Stiftstr.69  R206,Di,8:15,11:30
INF-WP-A2,GRK,1486,Di,12:30,15:45
INF-WPP-A2/01,GRK/[Bro],1101a,Di,8:15,11:30
INF-WP-A3,JNK,Stiftstr.69  R107,Di,8:15,11:30
INF-PRO 10,BRA (Dep W),NB 06.24,Mo,8:15,14:00
INF-WP-B4,MSL,0460,Mi,8:15,11:30
INF-WP-C3,SWR,0861,Fr,8:15,11:30
INF-WPP-C2/01,ESS,1101a,Fr,8:15,11:30
INF-WP-C1,CNZ,0405,Fr,12:30,15:45
INF-PRO 2,WND,1160,Mo,8:15,14:00
INF-PRO 3,PRG,0761,Mo,8:15,14:00
INF-PRO 8,ZKN,1101b,Mo,8:15,14:00
INF-PRO 7,FHL,0701,Mo,8:15,14:00
INF-PRO 4,NTZ,1165,Mo,8:15,14:00
INF-PRO 5,LMN/[Chr],0709,Mo,8:15,14:00
INF-PRO 11,STF/[Nmn],1105,Mo,8:15,14:00

41
Name,Dozent,Raum,WT,Anfang,Ende
BAI5-AIS+BTI5-TIS B,CNZ/JNK,0560,Mo,16:00,18:00
BTI5-VS,SMD,NB 01.11,Mi,12:30,15:45
BTI5-VSP/03,SMD/[Slz],0765,Do,12:30,15:45
BAI5-AIS+BTI5-TIS A,VLL/WND,0560,Di,16:00,18:00
